"转让人","受让人","IPC分类号","申请人地区","受让人地址","转让人省份","受让人省份"
"重庆智韬信息技术中心","江苏博智软件科技股份有限公司","H04L9/32; H04L29/06","重庆","210000 江苏省南京市雨花台区软件大道168号3栋5层","重庆","21"
"北京邮电大学","新华三技术有限公司","H04L29/08; H04L29/06","北京","310052 浙江省杭州市滨江区长河路466号","北京","31"
"平安普惠企业管理有限公司","广西电网有限责任公司","G06F11/07; G06F11/34; G06N3/00","广东","530000 广西壮族自治区南宁市兴宁区民主路6号","广东","53"
"阿尔卡特朗讯","乌索投资有限公司","H04L12/18; H04L1/00; H04W4/06","法国","美国加利福尼亚","法国","美国"
"蒋兴德","无锡北斗星通信息科技有限公司","G06Q50/12; G06T3/40; G06T5/00; G06T7/00; G08C17/02; H04N7/18","湖北","214000 江苏省无锡市梁溪区广瑞路1906、1908-257","湖北","21"
"上海斐讯数据通信技术有限公司","四川旅投数字信息产业发展有限责任公司","G06Q50/26; G07B1/00; G07C9/22","四川","610000 四川省成都市中国(四川)自由贸易试验区成都高新区盛通街16号52栋","四川","61"
"上海斐讯数据通信技术有限公司; 四川斐讯信息技术有限公司; 杭州吉吉知识产权运营有限公司","杭州吉吉知识产权运营有限公司; 上海斐讯数据通信技术有限公司; 湖州帷幄知识产权运营有限公司","G06T3/40","浙江","310000 浙江省杭州市滨江区西兴街道江淑路260号10242室; 201616 上海市松江区思贤路3666号; 313000 浙江省湖州市吴兴区爱山街道新天地商务写字楼1019室","浙江","31"
"成都信息工程大学","国家计算机网络与信息安全管理中心","G06Q10/06; G06Q30/02","四川","100029 北京市朝阳区裕民路甲3号","四川","10"
"江南大学","合肥名龙电子科技有限公司","G06K9/62","江苏","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1015","江苏","23"
"长安大学","广州大鱼创福科技有限公司","H04L67/10; H04W4/44","广东","510530 广东省广州市黄埔区科丰路85号801房","广东","51"
"松下电器产业株式会社","知识产权之桥一号有限责任公司","H04L27/26; H04L1/04; H04J11/00; H04L1/18","日本","日本东京都","日本","日本"
"长安大学","龙图腾网科技(合肥)股份有限公司","G06V10/774; G06V10/82; G06V10/80; G06N3/04; G06T7/00","陕西","230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼1楼","陕西","23"
"中国南方电网有限责任公司; 南方电网数字电网研究院股份有限公司","南方电网数字电网研究院股份有限公司","G06F40/30; G06F18/214; G06F18/22; G06N3/0442; G06Q50/06","广东","510700 广东省广州市黄埔区中新广州知识城亿创街1号406房之86","广东","51"
"南方电网数字电网研究院股份有限公司","南方电网数字企业科技(广东)有限公司","G06Q10/0639; G06Q30/01; G06Q50/06","广东","510700 广东省广州市黄埔区光谱中路11号云升科学园","广东","51"
"深圳市汇顶科技股份有限公司","东旭科技集团有限公司","G06K9/00; G06K9/20","广东","100071 北京市丰台区四合庄路2号院4号楼1至17层101内11层1112","广东","10"
"摩托罗拉公司","捷讯研究有限公司","H04L27/00; H04L9/00; G10L19/12; H03H17/00; H03H17/02; H03M7/30; H03M7/38; H04B14/04","美国","加拿大安大略省","美国","加拿"
"淮阴工学院","深圳泓越企业管理咨询有限公司","G06F30/27; G06N3/006; G06N3/0442; G06N3/048; G06N3/0985","江苏","518000 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1104","江苏","51"
"英特尔公司","阿尔特拉公司","G06F30/34","美国","美国加利福尼亚","美国","美国"
"四川虹微技术有限公司","重庆大学","G06T15/20; G06T1/00","四川","重庆市沙坪坝区沙正街174号  邮政编码 : 400030","四川","重庆"
"西安交通大学","西安石油大学","G06F16/583; G06F9/50","陕西","710065 陕西省西安市电子二路东段18号","陕西","71"
"支付宝(杭州)信息技术有限公司; 蚂蚁区块链科技(上海)有限公司","蚂蚁区块链科技(上海)有限公司","G06F16/215; G06F16/22; G06F16/27; G06F21/64","浙江","200010 上海市黄浦区外马路618号8层803室","浙江","20"
"浙江理工大学","和宇健康科技股份有限公司","G06F11/36","浙江","510627 广东省广州市天河区海安路13号之一2003、1801、1804房","浙江","51"
"张仁平","上海臻客信息技术服务有限公司","H04L29/06","上海","202150 上海市崇明区长兴镇潘园公路1800号3号楼9951室(上海泰和经济发展区)","上海","20"
"腾讯科技(深圳)有限公司","广州酷狗计算机科技有限公司","G06F17/30","广东","510000 广东省广州市天河区科韵路16号自编2栋1301房","广东","51"
"南京信息工程大学","深兰科技(上海)有限公司","G06Q10/04; G06K9/64","江苏","200050 上海市长宁区威宁路369号10楼","江苏","20"
"索尼株式会社","汤姆逊许可公司","G06F3/033; G06F3/03; G06F3/00; G06F3/01; G06F3/02; G06F3/041; G06F3/042","日本","法国伊西莱穆利诺","日本","法国"
"阿里巴巴集团控股有限公司","浙江菜鸟供应链管理有限公司","G06T7/73; G06T3/08; G06V10/44","浙江","浙江省杭州市余杭区五常街道文一西路969号3幢4层437室","浙江","浙江"
"同济大学","深兰科技(上海)有限公司","G06K9/46; G06K9/62","上海","200336 上海市长宁区威宁路369号1001单元(实际楼层9楼)","上海","20"
"欧芬诺有限责任公司","北京小米移动软件有限公司","H04L5/00","北京","北京市海淀区西二旗中路33号院6号楼8层018号","北京","北京"
"珠海市君天电子科技有限公司","北京金山安全软件有限公司","G06F11/36","广东","100085 北京市海淀区小营西路33号二层东区","广东","10"
"太仓红码软件技术有限公司","金润方舟科技股份有限公司","H04L29/06","西藏","850030 西藏自治区拉萨市柳梧新区察古大道浙商国际3幢1单元13-14层1房号","西藏","85"
"徐州工业职业技术学院","合肥名龙电子科技有限公司","G06F1/20; G06F1/30; H02M1/00; H02J7/00; H02J9/06","江苏","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1015","江苏","23"
"松下电器(美国)知识产权公司","苹果公司","H04L27/36; H04B7/0456; H04L27/26","美国","美国加利福尼亚州","美国","美国"
"财团法人工业技术研究院","宏碁股份有限公司","H04L1/00; H04L1/16","台湾","中国台湾新北市","台湾","中国"
"成都信息工程大学","合肥九州龙腾科技成果转化有限公司","G06F21/62; G06F16/2458; H04L9/08","四川","230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼203","四川","23"
"富士胶片株式会社","脸谱公司","G06T1/00; G06T3/00; G06T9/00; H04Q7/34; H04L12/58","日本","美国加利福尼亚州","日本","美国"
"国际商业机器公司","友达光电股份有限公司","G06T3/00; G09G5/10; H04N1/40; G09G5/00; G06F3/147; G06T5/00; G09G3/20; G09G3/36; H04N5/66","美国",NA,"美国","Unknown"
"淮阴工学院","常熟市知识产权运营中心有限公司","H04L7/00; H04L12/26; H04L29/06","江苏","215500 江苏省苏州市常熟市草荡路13号","江苏","21"
"武汉斗鱼网络科技有限公司","湖北华中电力科技开发有限责任公司","G06F9/46; G06F9/48","湖北","430000 湖北省武汉市洪山区珞瑜路546号","湖北","43"
"小米科技有限责任公司","华为技术有限公司","G06F8/61; G06F9/445","北京","518129 广东省深圳市龙岗区坂田华为总部办公楼","北京","51"
"西门子股份公司","西门子瑞士有限公司","G06F16/25; G06N3/08; G06N20/00","德国","瑞士苏黎世","德国","瑞士"
"山东建筑大学","西安慧脑智能科技有限公司","G06K9/00; G06F3/01; G06K9/62","山东","710000 陕西省西安市高新区丈八街办科技二路清华科技园D座25层","山东","71"
"中国科学院深圳先进技术研究院","华为技术有限公司","H04L29/08","广东","518129 广东省深圳市龙岗区坂田华为总部办公楼","广东","51"
"中国矿业大学","兰州大学","G06F17/18; G06F17/16","甘肃","730000 甘肃省兰州市城关区天水南路222号兰州大学","甘肃","73"
"维谛技术有限公司","南京理工大学连云港研究院","G06F3/00","广东","222000 江苏省连云港市科教创业园区晨光路2号","广东","22"
"哈尔滨工程大学","青岛民航凯亚系统集成有限公司","G05D1/08; G05D1/10","山东","266000 山东省青岛市城阳区棘洪滩街道春阳路西端动车小镇科技馆230室","山东","26"
"刘勇勇","深圳市快读科技有限公司","G06F1/20; B08B1/00; B08B15/04","浙江","518000 广东省深圳市南山区粤海街道高新南六道16号泰邦科技大厦5楼506","浙江","51"
"展讯通信(上海)有限公司; 芯鑫融资租赁(北京)有限责任公司; 芯鑫融资租赁有限责任公司; 芯鑫融资租赁(厦门)有限责任公司","芯鑫融资租赁(厦门)有限责任公司; 展讯通信(上海)有限公司; 芯鑫融资租赁(北京)有限责任公司; 芯鑫融资租赁有限责任公司","H04L1/06; H04L25/02; H04L5/02","上海","361012 福建省厦门市中国(福建)自由贸易试验区厦门片区象屿路97号厦门国际航运中心D栋8层05单元; 201203 上海市浦东新区中国(上海)自由贸易试验区祖冲之路2288; 100033 北京市西城区金融街乙9号威斯汀行政公寓2062室; 201203 上海市浦东新区张江高科技园区祖冲之路2288弄展讯中心1号楼; 200127 中国(上海)自由贸易试验区张杨路707号32楼3205F室","上海","36"
"诺基亚有限公司","诺基亚技术有限公司","H04L12/56; H04L12/24; H04Q7/20; H04B7/26; H04W8/26; H04W28/12; H04W28/14; H04W36/00; H04W36/18; H04W72/12","芬兰","芬兰埃斯波","芬兰","芬兰"
"闽江学院","合肥龙智机电科技有限公司","G06T5/00; G06T5/50; G06T7/11; G06T7/13; G06T7/168; G06T7/194; G06T7/90; G06K9/46","福建","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-2704","福建","23"
"奇智软件(北京)有限公司; 北京奇虎科技有限公司","北京奇虎科技有限公司","G06F17/30","北京","100088 北京市西城区新街口外大街28号D座112室(德胜园区)","北京","10"
"国际商业机器公司","杭州海康威视数字技术股份有限公司","G06F17/30; H04L29/08","浙江","310053 浙江省杭州市滨江区阡陌路555号海康科技园","浙江","31"
"三星电子株式会社","诺基亚通信公司","H04L1/12","韩国","芬兰埃斯波","韩国","芬兰"
"阿尔卡特朗讯","诺基亚技术有限公司","H04L5/00; H04W56/00","法国","芬兰埃斯波","法国","芬兰"
"杭州电子科技大学","合肥名龙电子科技有限公司","G06V30/40; G06V30/148; G06V10/82; G06N3/0464; G06N3/08","浙江","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1015","浙江","23"
"捷开通讯(深圳)有限公司","广州诚毅科技咨询有限公司","G06F21/32","广东","510000 广东省广州市南沙区丰泽东路106号(自编1号楼)X1301-D010825(集群注册)(JM)","广东","51"
"厦门美图移动科技有限公司","东旭科技集团有限公司","G06F21/32; G06F21/36; G06F3/0488","福建","100024 北京市丰台区四合庄路2号院4号楼1至17层101内11层1112","福建","10"
"陕西理工大学","合肥净龙环保科技有限公司","G06F3/023","陕西","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1017","陕西","23"
"长安大学","上海申雪供应链管理有限公司","G06Q10/08; G06K17/00; G05D1/10; H04L29/08","陕西","201700 上海市青浦区重固镇赵重公路2778弄26号201室","陕西","20"
"杨娟","上海领甲数据科技有限公司","G06K9/00; B64D47/08","上海","200050 上海市长宁区长宁路1661弄20号204室","上海","20"
"捷开通讯(深圳)有限公司","佛山市润千宇知识产权服务有限公司","G06F3/0488; G06F3/0481","广东","528000 广东省佛山市禅城区祖庙街道福宁路213号一座写字楼2103室G001","广东","52"
"广元量知汇科技有限公司","中咨数据有限公司; 中国公路工程咨询集团有限公司","G06F16/783; G06F16/735; G06F16/732; G06N3/04; G06N3/08; G08G1/017","北京","100089 北京市海淀区紫竹院路116号8层A座908","北京","10"
"美国博通公司","皇家飞利浦有限公司","H04L29/06; H04L9/32; H04N21/435; H04N21/4627","荷兰","荷兰艾恩德霍芬","荷兰","荷兰"
"青海大学","天津大学","G06F17/50; G06T17/05; G06T17/20","青海","301700 天津市武清区雍阳西道83号","青海","30"
"安华高科技通用IP(新加坡)公司","安华高科技股份有限公司","H04L12/933","新加坡","新加坡新加坡市","新加","新加"
"北京拓思德科技有限公司; 田雪松","北京奇禄管理咨询有限公司; 北京拓思德科技有限公司; 田雪松","G06F3/042","北京","100044 北京市海淀区中关村大街18号8层04-758; 100083 北京市海淀区花园东路10号高德大厦十一层1108号; 100012 北京市朝阳区北苑家园绣菊园5楼4单元701号","北京","10"
"阿里云计算有限公司; 阿里巴巴(中国)有限公司","阿里云计算有限公司","G06F16/242; G06F16/27; G06F21/31; G06F21/60","浙江","310030 浙江省杭州市西湖区三墩镇灯彩街1008号云谷园区1-2-A06室","浙江","31"
"成都汇智远景科技有限公司","国网上海市电力公司","H04L29/06; H04L9/32; H04L29/08","上海","200122 上海市浦东新区源深路1122号","上海","20"
"长安大学","合肥名龙电子科技有限公司","H04L29/08; H04L12/24; H04L1/00","陕西","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1015","陕西","23"
"平安普惠企业管理有限公司","山东浪潮创新创业科技有限公司","G06F16/35; G06F16/2455","山东","250101 山东省中国(山东)自由贸易试验区济南片区浪潮路1036号S02楼","山东","25"
"株式会社日立制作所","瑞萨电子株式会社","G06F3/14; G09G3/36; G02F1/133; G06F3/048; G09G3/20; G09G5/34; G06F3/0485","日本","日本神奈川","日本","日本"
"东莞市华睿电子科技有限公司","国网上海市电力公司","H04L29/08; G06Q30/06","上海","200122 上海市浦东新区源深路1122号","上海","20"
"淮阴工学院","合肥智慧龙机械设计有限公司","H04L9/32","江苏","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1018","江苏","23"
"陕西理工大学","龙图腾网科技(合肥)股份有限公司","B25J9/16","陕西","230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼1楼","陕西","23"
"湖南汽车工程职业学院","广州大鱼创福科技有限公司","G06Q10/083; G06Q10/087","湖南","510530 广东省广州市黄埔区科丰路85号801房","湖南","51"
"宸鸿光电科技股份有限公司","宸鸿科技(厦门)有限公司","G06F3/044","台湾","361009 福建省厦门市火炬高新区信息光电园坂尚路199号","台湾","36"
